1,"[7, 16, 3]"
2,"[13, 4, 18, 23, 12, 7]"
3,"[14, 11, 21, 1, 10]"
4,"[16, 2]"
5,"[8, 16]"
6,"[19, 7]"
7,"[19, 17, 21, 2, 1, 6]"
8,"[9, 5]"
9,"[15, 8, 16]"
10,"[3, 11, 16, 17, 12]"
11,"[10, 3]"
12,"[22, 10, 2]"
13,"[19, 14, 2, 17]"
14,"[13, 3]"
15,"[20, 9]"
16,"[10, 5, 9, 1, 4]"
17,"[13, 10, 23, 7, 20]"
18,"[2, 21]"
19,"[7, 13, 6]"
20,"[17, 22, 15]"
21,"[18, 3, 7]"
22,"[20, 12]"
23,"[2, 17]"
